option,is_correct,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9
Serial Collector适合于内存有限的情况,true,,,,,,,
Concurrent Mark Sweep Collector在Old区回收暂停时间长,false,,,,,,,
Parallel Collector效率低,false,,,,,,,
Parallel Collector效率高,true,,,,,,,
Parallel Collector适合于内存有限的情况,false,,,,,,,
G1垃圾回收器作为分代收集器，区分年轻代和老年代,false,,,,,,,
G1垃圾回收器设计原则是收集尽可能少的垃圾,false,,,,,,,
G1垃圾回收器的设计原则是收集尽可能多的垃圾,true,,,,,,,
G1垃圾回收器将堆内存划分为多个大小不等的Region,false,,,,,,,
G1垃圾回收器将堆内存划分多个大小相等的Region,true,,,,,,,
G1垃圾回收器采用的是分布式垃圾收集器,true,,,,,,,
G1垃圾回收器采用的是区域化、分布式的垃圾收集器,true,,,,,,,
Bootstrap ClassLoader通常作为启动类加载器,true,,,,,,,
Extension ClassLoader通常作为扩展加载器,true,,,,,,,
Application ClassLoader通常作为应用程序加载器,true,,,,,,,
通过继承Classloader实现自定义加载器，加载自定义的双亲分配模型,true,,,,,,,
类加载器的顺序是，先是Bootstrap ClassLoader，然后是Extension ClassLoader，最后是System ClassLoader,true,,,,,,,
类加载器的顺序是，先是Bootstrap ClassLoader，然后是Examination ClassLoader，最后是System ClassLoader,false,,,,,,,
Android的安全机制包括进程沙箱隔离机制、应用程序签名机制、访问控制机制、事件分发机制等,false,,,,,,,
Android的安全机制的包括进程沙箱隔离机制、应用程序签名机制、访问控制机制等,true,,,,,,,
Android的安全机制的包括进程沙箱隔离机制、访问控制机制、应用程序签名机制等,true,,,,,,,
Android的安全机制的包括进程沙箱隔离机制、数据保护机制、应用程序签名机制等,true,,,,,,,
Android安全机制包括dm-verity，avb，bootloader等,true,,,,,,,
Android安全策略基于DAC+Sandbox，因此root用户不受任何限制，可执行任意操作,false,,,,,,,
Android系统使用TEE来保护极度敏感的数据，解锁BootLoader后可能导致TEE熔断,true,,,,,,,
Android系统使用TEE来保护极度敏感的数据，小米BL解锁后会导致TEE熔断,true,,,,,,,
Android 8或更高版本的设备中，用户必须授予权限，系统才能从应用商店以外的来源安装应用,true,,,,,,,
PROCESS_OUTGOING_CALLS权限允许应用程序访问通话记录,false,,,,,,,
PROCESS_OUTGOING_CALLS权限应用程序监控或中止拨出呼叫,true,,,,,,,
PROCESS_OUTGOING_CALLS权限允许应用程序记录拨出电话,true,,,,,,,
PROCESS_OUTGOING_CALLS权限允许应用程序转接来电,false,,,,,,,
可以调用setContentView()将自定义布局添加到Dialog,true,,,,,,,
Dialog具有独立于Activity的生命周期,false,,,,,,,
调用show()方法在屏幕上显示一个Dialog,true,,,,,,,
Dialog没有访问拥有它的Activity的方法,false,,,,,,,
versionCode与用户侧显示的应用程序版本号相同,false,,,,,,,
如果同一台手机已经安装一个高versionCode的客户端版本，则无法安装同包名的低versionCode客户端,true,,,,,,,
同一个应用程序，versionCode变动时，versionName不可以保持不变,false,,,,,,,
同一个应用程序，versionCode变动时，versionName可以保持不变,true,,,,,,,
发布新版本的应用程序时，必须从之前的versionCode开始递增,true,,,,,,,
隐式Intent没有指定组件,true,,,,,,,
隐式Intent有指定的组件来运行一个确切的类,false,,,,,,,
隐式Intent必须包含足够的数据，允许Android系统选择最佳组件来运行,true,,,,,,,
隐式Intent必须使用Bundle携带额外的数据,false,,,,,,,
Android 8或更高版本的设备中，APK文件中包含运行所需全部资源，运行应用实际上是在运行APK,false,,,,,,,
Android 7及更低版本的设备中，同一APK文件不可以安装到所有Android系统的设备上,false,,,,,,,
Android 7或更高版本的设备中，使用JIT/AOT混合编译模式,true,,,,,,,
Android 7及更低版本的设备中，不使用JIT/AOT混合编译模式,false,,,,,,,
Android7及更低版本的设备中，不使用JIT/AOT混合编译模式,,,,,,,,
Android 7及更低版本的设备中，使用JIT/AOT混合编译模式,false,,,,,,,
HAL介于Android framework层和应用层之间，屏蔽了硬件底层的具体实现，防止AOSP受GPL污染,false,,,,,,,
Android系统启动时，首先启动的是zygote进程,false,,,,,,,
Android提供了Handler和Looper来满足线程间的通信，其中Looper类用来管理特定线程内对象之间的消息交换,true,,,,,,,
一棵完全二叉树第六层有8个叶结点，则结点个数最多有112个（根为第一层）,false,,,,,,,
一棵完全二叉树第六层有8个叶结点，则结点个数最多有111个（根为第一层）,true,,,,,,,
一棵完全二叉树第六层有8个叶结点，则该二叉树的第7层结点个数为48个（根为第一层）,true,,,,,,,
一棵完全二叉树第六层有8个叶结点，则该二叉树的第6层结点个数为48个（根为第一层）,false,,,,,,,
一棵完全二叉树第六层有8个叶结点，则该二叉树的第5层结点个数为32个（根为第一层）,false,,,,,,,
若一棵二叉树的前序遍历序列为t、e、w、n、b，后序遍历序列为w、b、n、e、t，则根节点的孩子节点只有e,true,,,,,,,
用三叉链表作为二叉树的存储结构，当二叉树有n个结点时，有n+1个空指针,false,,,,,,,
用三叉链表作为二叉树的存储结构，当二叉树有n个结点时，有n+2个空指针,true,,,,,,,
若三叉树T有244个结点（叶结点的高度为1），则T的高度至少是7,false,,,,,,,
若三叉树T有244个结点（叶结点的高度为1），则T的高度至少是6,true,,,,,,,
树T中度为1、3、5、7、9的结点个数为10、8、6、4、2，则树T的叶子个数为81个,true,,,,,,,
在哈夫曼树中，权值较大的叶子结点一般离根结点较远,false,,,,,,,
某二叉树有5个叶结点，其权值分别为10、12、16、21、30，则其最小的带权路径长度是200,true,,,,,,,
由6个字符组成的字符集S中，各字符出现的频次分别为3、4、6、8、10，为S构造的哈夫曼编码的加权平均长度为2.67,false,,,,,,,
已知三叉树T中6个叶结点的权分别是2、3、4、5、6、7，T的带权外部路径长度最小为46,true,,,,,,,
设哈夫曼树中共有99个结点，则该树中有50个叶子结点，若采用二叉链表作为存储结构，则该树中有51个空指针域,false,,,,,,,
可以将大根堆（至少含2个元素）看成是一棵二叉排序树,false,,,,,,,
非空B树删除操作一定会导致叶结点变化,true,,,,,,,
对有n个节点、e条边且使用邻接表存储的有向图进行广度优先遍历，其算法时间复杂度是O(n+e),true,,,,,,,
设某无向图中有n个顶点e条边，则该无向图中所有顶点的入度之和为2e,true,,,,,,,
连通图G的顶点数为n，则G的生成树的边数为n+1个,false,,,,,,,
关于AOE网的关键路径中，任何一个活动持续时间的改变可能会影响关键路径的改变,true,,,,,,,
对大部分元素已有序的数组进行排序时，直接插入排序比简单选择排序效率更高，其原因是直接插入排序过程中元素之间比较次数更少,true,,,,,,,
设数组A[]={93、946、372、9、146、151、301、485、236、327、43、892}，采用LSD基数排序将A排成升序序列，第一趟分配、收集后，元素372之前的元素是301,true,,,,,,,
设数组A[]={93、946、372、9、146、151、301、485、236、327、43、892}，采用LSD基数排序将A排成升序序列，第一趟分配、收集后，元素372之后的元素是301,false,,,,,,,
快速排序在最坏情况下的时间复杂度为O(n),false,,,,,,,
快速排序在最好情况下的时间复杂度为O(n^2),false,,,,,,,
设一组初始记录关键字序列为(345、 253、 674、 924、 627)，则用基数排序需要进行4趟分配和回收才能使得初始关键字序列变成有序序列,false,,,,,,,
若采用三元组表存储结构存储稀疏矩阵M，则除三元组外，还需要保存M中包含非零元素的行数和列数,false,,,,,,,
若采用三元组表存储结构存储稀疏矩阵M，则除三元组外，还需要保存矩阵M的行数和列数,true,,,,,,,
已知二维数组A按行优先方式存储，每个元素占用1个存储单元。若元素A[0][0]的存储地址是100、 A[3][3]的存储地址是220 、则元素A[5][5]的存储地址是300,true,,,,,,,
已知二维数组A按行优先方式存储，每个元素占用1个存储单元。若元素A[0][0]的存储地址是100、 A[3][3]的存储地址是220 、则元素A[5][5]的存储地址是200,false,,,,,,,
设一维数组中有n个数组元素，则读取第i个数组元素的平均时间复杂度为O(n),false,,,,,,,
三元组表适用于压缩存储稀疏矩阵,true,,,,,,,
十字链表适用于压缩存储稀疏矩阵,true,,,,,,,
栈是一种受限的线性表，允许在其两端进行操作,false,,,,,,,
使用数组实现的栈是线性存储结构,true,,,,,,,
队列和栈都可以用链表来实现,true,,,,,,,
已知初始为空的队列Q的一端仅能进行入队操作，另外一端既能进行入队操作又能进行出队操作。若Q的入队序列是1、2、3、4、5，则4、2、1、3、5是可能得到的出队序列,true,,,,,,,
已知初始为空的队列Q的一端仅能进行入队操作，另外一端既能进行入队操作又能进行出队操作。若Q的入队序列是1、2、3、4、5，则4、1、3、2、5是可能得到的出队序列,false,,,,,,,
若一个栈的入栈序列为1、2、3、...、N，输出序列的第一个元素是i，则第j个输出的元素是i-j,false,,,,,,,
若一个栈的入栈序列为1、2、3、...、N，输出序列的第一个元素是i，则无法确定第j个输出的元素,true,,,,,,,
若元素1、2、3、4、5、6依次进栈，允许进栈和退栈操作交替进行，但不允许连续三次进行退栈，则可能的出栈序列是4、3、5、2、6、1,true,,,,,,,
若元素1、2、3、4、5、6依次进栈，允许进栈和退栈操作交替进行，但不允许连续三次进行退栈，则可能的出栈序列是1、6、5、4、3、2,false,,,,,,,
栈顶元素和栈底元素有可能是同一个元素,true,,,,,,,
栈顶元素和栈底元素不可能是同一个元素,false,,,,,,,
将长度分别为m、n的两个单链表合并为一个单链表的时间复杂度为O(m*n),false,,,,,,,
将长度分别为m、n的两个单链表合并为一个单链表的时间复杂度为O(m+n),false,,,,,,,
线性表若采用链式存储结构时，则内存中可用存储单元的地址必须连续,false,,,,,,,
线性表若采用链式存储结构时，则内存中可用存储单元的地址可以连续也可以不连续,true,,,,,,,
已知长度分别为m和n的升序链表，若将它们合并为一个长度为m+n的降序链表，则最坏情况下的时间复杂度是O(m+n),true,,,,,,,
用快慢指针可以判断一个单向链表中是否存在环,true,,,,,,,
对顺序存储的线性表，设其长度为n，在任何位置上插入或删除操作都是等概率的。插入一个元素时平均要移动表中的(n-1)/2个元素,false,,,,,,,
已知一个顺序存储的线性表，设每个结点需占m个存储单元，若第一个结点的地址为d1，则第i个结点的地址为d1+(i+1)*m,false,,,,,,,
已知一个长度为16的依次表L，其元素按关键字有序排列，若采纳折半查找法查找一个L中不存在的元素，则关键字的比较次数最多为6次,false,,,,,,,
现有长度为11且初始为空的散列表HT，散列函数是H(key)=key%7，采用线性探查(线性探测再散列)法解决冲突。将关键字序列87,40,30,6,11,22,90,,true
影响散列方法平均查找长度的因素包括装填因子、散列函数、冲突解决策略,true,,,,,,,
字长为6位的二进制无符号整数，其最大值是十进制数63,true,,,,,,,
字长为6位的二进制无符号整数，其最大值是十进制数64,false,,,,,,,
十进制数0.4541转换为二进制数为0.101001,false,,,,,,,
64进制数3aGC转换为二进制数为11001010101010100110,true,,,,,,,
汉字的拼音输入码属于汉字的内码,false,,,,,,,
汉字的拼音输入码不属于汉字的内码,true,,,,,,,
RAM指的是手机的运行内存,true,,,,,,,
RAM存储器在掉电状态下，不保留其内容,true,,,,,,,
ROM指的是手机的运行内存,false,,,,,,,
RAM和ROM都属于随机访问存储器,true,,,,,,,
计算机系统中，CPU对主存的访问方式属于随机存取,true,,,,,,,
计算机开机后，操作系统最终被加载到RAM里,true,,,,,,,
用于提高RAID可靠性的措施有磁盘镜像、奇偶检验、增加Cache机制等,false,,,,,,,
计算机主存地址为32位，按字节编址，Cache数据区大小和主存块大小均为32KB，采用直接映射方式和回写策略，则Cache行的位数至少是274,false,,,,,,,
数据通路中的流动数据路径由控制信号进行控制,true,,,,,,,
C语言中的每条可执行语句和非执行语句最终都将被转换成二进制的机器指令,false,,,,,,,
多周期CPU中所有指令的指令周期为多个时钟周期，CPI大于1,true,,,,,,,
指令系统中采用不同寻址方式的目的主要是缩短指令长度、扩大寻址空间、提高编程灵活性,true,,,,,,,
外部中断中，CPU处于关中断状态时，也能响应NMI请求，且不可屏蔽中断的优先级比可屏蔽中断的优先级高,true,,,,,,,
若计算机中的地址总线的宽度为24位，则最多允许直接访问主存储器的8MB物理空间,false,,,,,,,
总线位宽是指总线上同时能够传输的数据位数，通常是指数据总线的根数,true,,,,,,,
异步总线由握手信号定时，一次握手过程完成一位数据交换,false,,,,,,,
QPI总线是一种点对点全工同步串行总线，总线上的设备可同时接收和发送信息，每个方向可同时传输20位信息（16位数据+4位校验位），每个QPI数据包有80位信息，分2个时钟周期传送，每个时钟周期传递2次。因此，QPI总线带宽为：每秒传送次数×2B×2。若QPI时钟频率为1.2GHz，则总线带宽为19.2GB/s,false,,,,,,,
突发传送总线事务可以在总线上连续传送多个数据,true,,,,,,,
RISC普遍采用微程序控制器,false,,,,,,,
RISC大多数指令在一个时钟周期内完成,true,,,,,,,
RISC的内部通用寄存器数量相对CISC多,true,,,,,,,
RISC的指令数、寻址方式和指令格式种类相对CISC少,true,,,,,,,
设置界地址保护和栈保护是分区分配内存管理方式的主要保护措施,false,,,,,,,
设置界地址保护是分区分配内存管理方式的主要保护措施,true,,,,,,,
LRU算法是指当需要淘汰一个页面时，选择驻留主存时间最长的页面进行淘汰,false,,,,,,,
某系统用页式存储管理，用位图管理空闲页框，若页大小为4KB，物理内存大小为16GB，则位图所占空间的大小是512KB,true,,,,,,,
某系统用页式存储管理，用位图管理空闲页框，若页大小为4KB，物理内存大小为16KB，则位图所占空间的大小是512KB,false,,,,,,,
虚拟存储容量只受内存容量的限制,false,,,,,,,
对于采用虚拟内存管理方式的系统，每个进程有自己独立的虚拟地址空间,true,,,,,,,
对于采用虚拟内存管理方式的系统，进程的数据段和代码段可以有不同的访问权限,true,,,,,,,
SPOOLing需要外存的支持,true,,,,,,,
假脱机的意思是外部设备同时联机操作，采用一组程序或进程模拟一台输入/输出处理器,true,,,,,,,
在计算机的文件系统中，一般采用树型目录结构，在树型目录结构中，树的根结点为根目录，数据文件作为树的结点,false,,,,,,,
索引结构属于文件的物理结构,true,,,,,,,
管程用于实现进程互斥和进程同步，但管程中定义的变量仅能被管程内的过程访问,true,,,,,,,
若系统中有n(n≥2)个进程，每个进程均需要使用某类临界资源2个，则系统不会发生死锁所需的该类资源总数至少是n+1个,true,,,,,,,
设备分配需要关注的设备固有属性、设备分配算法、设备分配的安全性、设备分配的及时性,false,,,,,,,
与单道程序系统相比，多道程序系统CPU利用率高,true,,,,,,,
与单道程序系统相比，多道程序系统的CPU利用率低,false,,,,,,,
与单道程序系统相比，多道程序系统系统开销小,false,,,,,,,
与多道程序系统相比，单道程序系统的系统开销小,true,,,,,,,
与单道程序系统相比，多道程序系统系统吞吐量大,true,,,,,,,
与多道程序系统相比，单道程序系统的系统吞吐量大,false,,,,,,,
与单道程序系统相比，多道程序系统I/O设备利用率高,true,,,,,,,
与多道程序系统相比，单道程序系统的I/O设备利用率高,false,,,,,,,
子网掩码的作用是识别子网,true,,,,,,,
在不做子网划分的情况下，154.21.0.0/12能支持65534台主机,false,,,,,,,
在不做子网划分的情况下，154.27.0.0/16能支持65534台主机,true,,,,,,,
若将101.200.16.0/20划分为5个子网，则可能的最小子网的可分配IP地址数是255,false,,,,,,,
若将101.200.16.0/20划分为5个子网，则可能的最小子网的可分配IP地址数是254,true,,,,,,,
若将101.200.16.0/20划分为4个子网，则可能的最小子网的可分配IP地址数是254,false,,,,,,,
网络的拓扑结构是逻辑结构，与实际设备的物理连接没有必然的关系,true,,,,,,,
因特网采用的网络体系结构是五层原理体系结构,false,,,,,,,
协议的内部实现细微环节不属于网络体系结构所描述的内容,true,,,,,,,
在计算机网络参考模型中，第N层为第N+1层提供服务,true,,,,,,,
在OSI/RM中，透明传输属于网络层相邻下层涉及的范畴,true,,,,,,,
某网络在物理层规定，信号的电平用+10V~+15V表示二进制0，用-10V~-15V表示二进制1，电线长度限于15m以内，这种物理层接口特性是功能特性,false,,,,,,,
某网络在物理层规定，信号的电平用+10V~+15V表示二进制0，用-10V~-15V表示二进制1，电线长度限于15m以内，这种物理层接口特性是电气特性,true,,,,,,,
数据链路层采用了后退N帧协议，发送方已经发送了编号为0~6的帧，计时器超时，若发送方只收到了对1、3、5号帧的确认，则发送方需要重发的帧的数量是2,false,,,,,,,
物理地址、硬件地址以及MAC地址，都属于数据链路层范畴,true,,,,,,,
网络配置后不能进入Internet服务，ping 127.0.0.1是通的，ping 网关不通，原因可能是网关没有正确配置,true,,,,,,,
通信子网为资源子网提供信息传输服务,true,,,,,,,
重定向是指将网络请求从一个网址转移到其他网址,true,,,,,,,
局域网的传输速率一般比广域网高，但误码率也较高,false,,,,,,,
数据通信中将二进制数据位传输时出错的概率称为误码率,true,,,,,,,
如果网络的传输速率是108.5Kbps，传输27.9M的数据需要约30分钟,false,,,,,,,
VLAN使用的802.1Q帧的最大长度为1518字节,false,,,,,,,
VLAN使用的802.1Q帧的最大长度为1522字节,true,,,,,,,
VLAN使用的802.1Q帧的最大长度为1512字节,false,,,,,,,
属于同一个VLAN中的两个站点可能连接在不同的交换机上,true,,,,,,,
虚拟局域网只是局域网给用户提供的一种服务，而不是一种新型局域网,true,,,,,,,
虚拟局域网是一种新型局域网，给用户提供的局域网服务,false,,,,,,,
除源站和目的站以外的其他各站，在收到CTS帧或数据帧后，就推迟接入到无线局域网中，保证了源站和目的站之间的通信不会受到其他站的干扰,true,,,,,,,
采用CRC进行差错校验，生成多项式为G(X)=X4+X+1，信息码字为10110，则计算出的CRC校验码是0010,false,,,,,,,
CRC校验在接收端发现差错后采取的措施是反馈重发,true,,,,,,,
在CRC码计算中，与101101对应的多项式为x^5+x^3+x^2+1,true,,,,,,,
在CRC码计算中，与101101对应的多项式为x^4+x^3+x^2+1,false,,,,,,,
假设信息位是8位，用海明码来发现并纠正1位出错的情况，则校验位的位数至少为8位,false,,,,,,,
假设信息位是8位，用海明码来发现并纠正1位出错的情况，则校验位的位数至少为4位,true,,,,,,,
TCP“三报文握手”过程中，第二个报文首部中被置为1的标志位有SYN、ACK和RST,false,,,,,,,
TCP报文段首部中可以在OpenFlow1.0中匹配的字段是源端口,true,,,,,,,
包含在TCP报文段首部中但不包含在UDP用户数据报首部中的字段是序号,true,,,,,,,
接收窗口值通过TCP首部中的窗口字段通知数据的发送方,true,,,,,,,
TCP向其上层提供面向连接的可靠传输服务,true,,,,,,,
TCP向其上层提供无连接、不可靠传输服务,false,,,,,,,
UDP向其上层提供无连接、不可靠传输服务,true,,,,,,,
UDP向其上层提供面向连接的可靠传输服务,false,,,,,,,
直接封装RIP、OSPF、BGP报文的协议分别是UDP、TCP、IP,false,,,,,,,
TCP、IP、UDP协议分别用来直接封装RIP、OSPF、BGP,false,,,,,,,
TCP、IP、UDP协议分别用来直接封装RIP、OSPF、BDP,false,,,,,,,
SSL协议属于网络层协议,false,,,,,,,
SNMP工作在应用层,true,,,,,,,
DNS工作在应用层,true,,,,,,,
HTTP是一个无状态协议，然而Web站点经常希望能够识别用户，这时需要用到Cookie,true,,,,,,,
ARP协议的功能是根据IP地址查询MAC地址,true,,,,,,,
BGP协议中，open分组用来与相邻的另一个BGP发言人建立关系,true,,,,,,,
如果本地域名服务器无缓存，当采用递归法解析另一个网络的某主机域名时，本地域名服务器发送的域名请求消息有1条,true,,,,,,,
如果本地域名服务器无缓存，当采用递归法解析另一个网络的某主机域名时，本地域名服务器发送的域名请求消息有2条,false,,,,,,,
用户代理和邮件传输代理构成电子邮件系统，常见的邮件协议有SMTP、IMTP、POP3等,false,,,,,,,
ASCII文本无需转换即可由SMTP协议直接传输,true,,,,,,,
网桥可以有选择地转发数据帧,true,,,,,,,
网桥不可以有选择地转发数据帧,false,,,,,,,
交换机可以实现从多个端口上接收数据，并根据数据包头部的信息将其转发到正确的目标地址,true,,,,,,,
以太网二层交换机在进行数据转发时，根据STP端口表来决定目的端口,false,,,,,,,
中继器、路由器、集线器不能抑制广播风暴,false,,,,,,,
能够抑制广播风暴的有网桥和路由器,true,,,,,,,
中继器和网关属于物理层设备,false,,,,,,,
给路由器的接口配置好IP地址和地址掩码后，路由器会自动得出该接口的直连网络地址,true,,,,,,,
FDDI光纤分布式数据接口使用有容错能力的双环拓扑,true,,,,,,,
HAProxy配置中包含的组件有frontend、daemon、listen、global等,false,,,,,,,
特征码查杀技术可以有效检测采用加壳技术的恶意程序,false,,,,,,,
DNS欺骗技术可分为基于DNS服务器的欺骗和基于用户计算机的欺骗,true,,,,,,,
DNS欺骗是攻击者冒充域名服务器的一种欺骗行为,true,,,,,,,
ACK-Flood攻击属于利用ICP协议发起的攻击,false,,,,,,,
ACK-Flood攻击属于利用TCP协议发起的攻击,true,,,,,,,
端口扫描是通过与目标系统的TCP/IP端口连接，并查看该系统处于监听或运行状态的服务,true,,,,,,,
OpenVAS是一个开放式漏洞评估系统，也可以说它是一个包含着相关工具的网络扫描器，主要用来检测远程系统和应用程序中的安全漏洞,true,,,,,,,
蜜罐是一种在互联网上运行的计算机系统，是专门为吸引并诱骗那些试图非法闯入他人计算机系统的人而设计的,true,,,,,,,
RBAC模型同时具有强制访问控制和自主访问控制属性,false,,,,,,,
认证常用的参数有口令、标识符、生物特征等，但认证不允许第三方参与验证过程,false,,,,,,,
认证常用的参数有口令、标识符、生物特征等，认证允许第三方参与验证过程,true,,,,,,,
哈希函数是一种双向密码机制,false,,,,,,,
基于MD4和MD5设计的S/Key口令是一种一次性口令生成方案，它可以对访问者的身份与设备进行综合验证，该方案可以对抗穷举攻击,false,,,,,,,
SHA算法要比MD5算法更快,false,,,,,,,
MD5算法要比SHA算法更快,true,,,,,,,
对称加密最大的缺点在于其密钥管理困难,true,,,,,,,
对称加密最大的优点在于其密钥管理困难,false,,,,,,,
DES、AES、RC4都是对称加密算法,true,,,,,,,
密钥为256位的AES需要16个子密钥,false,,,,,,,
Blowfish是一个128位分组及可变密钥长度的分组密码算法,false,,,,,,,
研究密码破译的科学称为密码分析学。密码分析学中，根据密码分析者可利用的数据资源，可将攻击密码的类型分为四种，选择密文攻击适合于攻击公开密钥密码体制，特别是攻击其数字签名,true,,,,,,,
文件级加密不如全盘加密灵活,false,,,,,,,
《信息安全技术—SM3密码杂凑算法》中，SM3的杂凑值长度为16字节,false,,,,,,,
BS7799标准是英国标准协会制定的信息安全管理体系标准，它包括两个部分：《信息安全管理实施指南》和《信息安全管理体系规范和应用指南》。依据该标准可以组织建立、实施与保持信息安全管理体系、对组织内关键信息资产的安全态势进行动态监测,false,,,,,,,
根据《计算机软件保护条例》，著作权法保护的计算机软件是指程序及其相关文档,true,,,,,,,
《中华人民共和国网络安全法》第五十八条明确规定，因维护国家安全和社会公共秩序，处置重大突发社会安全事件的需要，经国务院决定或者批准，可以在特定区域对网络通信采取限制等临时措施,true,,,,,,,
在多线程开发中，对多个同步代码的同步锁，按照以一定的顺序依次获取，可以有效避免死锁发生,true,,,,,,,
Lock Coarsening是指当虚拟机在编译或运行时分析代码，如果确定某个锁对象不会导致竞争，就会将锁操作完全消除，以提高性能,false,,,,,,,
构造函数的返回类型只能是void型,false,,,,,,,
ServerSocket这个类是实现了一个服务器端的Socket，利用这个类可以监听来自网络的请求,true,,,,,,,
删除一个视图的SQL命令是DELETE,false,,,,,,,
删除一个视图的SQL命令是DELETE VIEW,false,,,,,,,
删除一个视图的SQL命令是DROP VIEW,true,,,,,,,
关系数据库中的数据逻辑结构是树形结构,false,,,,,,,
软件测试最基础性的测试是集成测试,false,,,,,,,
软件测试最基础性的测试是单元测试,true,,,,,,,
衡量模块的独立性的两个标准是内聚和耦合,true,,,,,,,
衡量模块的独立性的两个标准是内聚和外联,false,,,,,,,
UML不属于面向对象开发方法,true,,,,,,,
在白盒法技术测试用例的设计中，语句覆盖是必须要满足的覆盖标准,false,,,,,,,
下列介质访问控制方法中，不会发生冲突的有CDMA、TDMA、FDMA,true,,,,,,,
在一条带宽为4kHz的无噪声通信链路上，若采用8个相位的PSK调制，则该通信链路的最大数据传输速率是24kbps,true,,,,,,,
TDM的全称是Time Division Multiplexing，是指所有用户在不同的时间占用同样的频带宽度,true,,,,,,,
TDM的全称是Total Division Multiplexing，是指所有用户在不同的时间占用同样的频带宽度,false,,,,,,,
TDM所有用户可以在同样的时间使用同样的频带进行通信,false,,,,,,,
刷机过程中出现的Missmatchingimage and device报错，可以直接修改脚本强刷,false,,,,,,,
BootLoader是在Android设备启动时最先加载到RAM中的程序，它的主要作用是把系统OS拉起来并运行,false,,,,,,,
AndroidManifest.xml中的manifest标签可以被嵌套在application的标签内,false,,,,,,,
本期答题的通过分数线为85分以上 (不含85分),true,,,,,,,
Android系统使用TEE来保护极度敏感的数据，不会因为解锁BootLoader而熔断,false,,,,,,,
